Item Name,Item Variation,SKU,Category Rollup,Category,Items Sold,Gross Sales,Items Refunded,Refunds,Discounts & Comps,Net Sales,Tax,Unit,Units Sold,Units Refunded
Fieldwork video Armageddon,Regular,"",Other Categories,Uncategorized,4,$36.00,0,$0.00,$0.00,$36.00,$3.12,ea,4,0
Fieldwork- Doomsday Protocol,Regular,"",Other Categories,Uncategorized,12,$108.00,0,$0.00,$0.00,$108.00,$9.33,ea,12,0
Fonta Flora Decoy,Regular,"",Other Categories,Uncategorized,2,$24.00,0,$0.00,$0.00,$24.00,$2.07,ea,2,0
Garcia Pérez – Rosado Ancestral 2021,Glass,"",Other Categories,Uncategorized,1,$15.00,0,$0.00,$0.00,$15.00,$1.29,ea,1,0
Ghost Town - Evil on Purpose,7oz Draft,"",Other Categories,Uncategorized,11,$110.00,0,$0.00,$0.00,$110.00,$7.74,ea,11,0
Ghost Town - Hirsute,9oz Draft,"",Other Categories,Uncategorized,7,$84.00,0,$0.00,$0.00,$84.00,$6.22,ea,7,0
Ghost Town - Lurid Lupulin,Regular,"",Other Categories,Uncategorized,5,$45.00,0,$0.00,$0.00,$45.00,$3.89,ea,5,0
Ghost Town - Mordant,Regular,"",Other Categories,Uncategorized,5,$45.00,0,$0.00,$0.00,$45.00,$3.89,ea,5,0
Ghost Town Hymn of Nelson,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.77,ea,1,0
Ghost Town Nose Gobblin,7oz Draft,"",Other Categories,Uncategorized,1,$10.00,0,$0.00,$0.00,$10.00,$0.00,ea,1,0
Ghost Town Pale Horse,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Ghost town ossuary,Regular,"",Other Categories,Uncategorized,9,$81.00,0,$0.00,$0.00,$81.00,$6.99,ea,9,0
Great Notion - Groundhog Day,Regular,"",Other Categories,Uncategorized,4,$36.00,0,$0.00,$0.00,$36.00,$3.10,ea,4,0
Guinness,Regular,"",Other Categories,Uncategorized,16,$144.00,0,$0.00,$0.00,$144.00,$12.46,ea,16,0
HUMBLE Sea Foggy Dreamboat,Regular,"",Other Categories,Uncategorized,4,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,4,0
HUMBLE Sea jellyfish juggling,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Henhouse - Big Chicken,Regular,"",Other Categories,Uncategorized,23,$207.00,0,$0.00,$0.00,$207.00,$17.89,ea,23,0
Hoodie,Regular,"",Other Categories,Uncategorized,3,$135.00,0,$0.00,$0.00,$135.00,$11.65,ea,3,0
Humble Sea - Helles,16oz draft,"",Other Categories,Uncategorized,14,$126.00,0,$0.00,$0.00,$126.00,$7.76,ea,14,0
Humble Sea - Pipeline,5oz draft beer,"",Other Categories,Uncategorized,23,$184.00,0,$0.00,$0.00,$184.00,$14.49,ea,23,0
Humble Sea - Tiny Umbrella,16oz draft,"",Other Categories,Uncategorized,17,$153.00,0,$0.00,$0.00,$153.00,$12.44,ea,17,0
Humble Sea 6th Anniversary,Regular,"",Other Categories,Uncategorized,4,$36.00,0,$0.00,$0.00,$36.00,$0.00,ea,4,0
Humble Sea = Darkest Treasurers #1,7oz Draft,"",Other Categories,Uncategorized,2,$24.00,0,$0.00,$0.00,$24.00,$2.07,ea,2,0
Humble Sea Double Socks and Sandals,Regular,"",Other Categories,Uncategorized,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Humble Sea Helles,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Humble Sea Juice Bag,Regular,"",Other Categories,Uncategorized,4,$36.00,0,$0.00,$0.00,$36.00,$3.10,ea,4,0
Humble Sea Lager Language,Regular,"",Other Categories,Uncategorized,5,$45.00,0,$0.00,$0.00,$45.00,$3.90,ea,5,0
Humble Sea Sea.B.D,Regular,"",Other Categories,Uncategorized,3,$27.00,0,$0.00,$0.00,$27.00,$2.34,ea,3,0
Humble Sea Wharf Patrol,Regular,"",Other Categories,Uncategorized,8,$72.00,0,$0.00,$0.00,$72.00,$6.24,ea,8,0
Humble sea socks and sandals,Regular,"",Other Categories,Uncategorized,11,$99.00,0,$0.00,$0.00,$99.00,$8.55,ea,11,0
Humble sea urchin petting zoo,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Mai Tai,Regular,"",Other Categories,Uncategorized,2,$18.00,0,$0.00,$0.00,$18.00,$1.55,ea,2,0
Mo on Mo,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
"Moonraker - Cranberry, lemon, lime",9oz Draft,"",Other Categories,Uncategorized,7,$63.00,0,$0.00,$0.00,$63.00,$5.44,ea,7,0
Moonraker - What Would Cletus Do,13oz Draft,"",Other Categories,Uncategorized,4,$36.00,0,$0.00,$0.00,$36.00,$0.78,ea,4,0
Olfactory Vibration Theory,Regular,"",Other Categories,Uncategorized,5,$45.00,0,$0.00,$0.00,$45.00,$3.88,ea,5,0
Original Pattern - Country Doctor,16oz draft,"",Other Categories,Uncategorized,7,$63.00,0,$0.00,$0.00,$63.00,$5.42,ea,7,0
Original Pattern - Crosshatch,16oz draft,"",Other Categories,Uncategorized,9,$81.00,0,$0.00,$0.00,$81.00,$7.01,ea,9,0
Original Pattern - Gnomes Gone Rogue,13oz Draft,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Original Pattern - Gnomes Gone Rogue,32oz Crowler - Take Home Only,"",Other Categories,Uncategorized,1,$16.00,0,$0.00,$0.00,$16.00,$1.38,ea,1,0
Original Pattern - Quantum of Solitude,16oz Draft,"",Other Categories,Uncategorized,15,$135.00,0,$0.00,$0.00,$135.00,$3.90,ea,15,0
Original Pattern Crop Circles,Regular,"",Other Categories,Uncategorized,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Original Pattern Hella Grungiest,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Original Pattern Midnight Awakening,Regular,"",Other Categories,Uncategorized,2,$20.00,0,$0.00,$0.00,$20.00,$1.72,ea,2,0
Original Pattern Mumbo Jumbo Hazy ipa,16oz draft,"",Other Categories,Uncategorized,3,$27.00,0,$0.00,$0.00,$27.00,$2.33,ea,3,0
Original Pattern Slangin Some Science,Regular,"",Other Categories,Uncategorized,3,$27.00,0,$0.00,$0.00,$27.00,$2.33,ea,3,0
Original pattern hella grungeist,Regular,"",Other Categories,Uncategorized,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Oude Geuze Tilquin à l'Ancienne,7oz Draft,"",Other Categories,Uncategorized,3,$36.00,0,$0.00,$0.00,$36.00,$3.11,ea,3,0
Perennial - Salted Chocolate Abraxas,7oz Draft,"",Other Categories,Uncategorized,17,$170.00,0,$0.00,$0.00,$170.00,$11.18,ea,17,0
Pohjala - CocaBanger,7oz Draft,"",Other Categories,Uncategorized,6,$72.00,0,$0.00,$0.00,$72.00,$6.20,ea,6,0
Pohjala - Öö,7oz Draft,"",Other Categories,Uncategorized,9,$108.00,0,$0.00,$0.00,$108.00,$7.26,ea,9,0
Pot de Creme,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Pure Project Diamond Dust,Regular,"",Other Categories,Uncategorized,4,$36.00,0,$0.00,$0.00,$36.00,$3.12,ea,4,0
Raging Waters,Regular,"",Other Categories,Uncategorized,4,$48.00,0,$0.00,$0.00,$48.00,$4.13,ea,4,0
Rare Barrel Blurred Tannat,Regular,"",Other Categories,Uncategorized,6,$60.00,0,$0.00,$0.00,$60.00,$5.17,ea,6,0
Rissian River Blind Pig,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.77,ea,1,0
Roasted Cauliflower,Regular,"",Other Categories,Uncategorized,1,$14.00,0,$0.00,$0.00,$14.00,$1.21,ea,1,0
Russian River - Intinction Merlot,Regular,"",Other Categories,Uncategorized,4,$40.00,0,$0.00,$0.00,$40.00,$3.44,ea,4,0
Russian River - Velvet Glow,16oz draft,"",Other Categories,Uncategorized,5,$45.00,0,$0.00,$0.00,$45.00,$3.88,ea,5,0
Russian River - velvet glow,16oz draft,"",Other Categories,Uncategorized,2,$18.00,0,$0.00,$0.00,$18.00,$0.00,ea,2,0
Russian River Blind Pig,Regular,"",Other Categories,Uncategorized,6,$54.00,0,$0.00,$0.00,$54.00,$4.67,ea,6,0
Russian River Damnation,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Russian River Hop Growers HGTS04,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Russian River Robert,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Russian River STS,Regular,"",Other Categories,Uncategorized,5,$45.00,0,$0.00,$0.00,$45.00,$3.90,ea,5,0
Russian River STS pils,Regular,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Russian River Velvet Glow,16oz draft,"",Other Categories,Uncategorized,8,$72.00,0,$0.00,$0.00,$72.00,$0.78,ea,8,0
Sante 1662,Regular,"",Other Categories,Uncategorized,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Sante Adairius - 831,Can In House,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.77,ea,1,0
Sante Adairius - Animal Dance Party,13oz Draft,"",Other Categories,Uncategorized,10,$90.00,0,$0.00,$0.00,$90.00,$7.75,ea,10,0
Sante Adairius - Bed Level,Regular,"",Other Categories,Uncategorized,16,$144.00,-1,-$9.00,$0.00,$135.00,$10.90,ea,16,-1
Sante Adairius Yes Is The Answer,13oz Draft,"",Other Categories,Uncategorized,11,$99.00,0,$0.00,$0.00,$99.00,$6.99,ea,11,0
Sante Adairius Yes is the Answer,Regular,"",Other Categories,Uncategorized,2,$18.00,0,$0.00,$0.00,$18.00,$1.55,ea,2,0
Smoked Pastrami Tacos (3),Regular,"",Other Categories,Uncategorized,2,$30.00,0,$0.00,$0.00,$30.00,$2.58,ea,2,0
Snapple Lemon Tea,Regular,"",Other Categories,Uncategorized,39,$156.00,0,$0.00,-$4.00,$152.00,$12.75,ea,39,0
Taco Money,Regular,"",Other Categories,Uncategorized,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Temescal Follow The Snow,9oz Draft,"",Other Categories,Uncategorized,2,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,2,0
Temescal Follow The Sun,9oz Draft,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.78,ea,1,0
Temescal Fruity : Peach & Blueberry,7oz Draft,"",Other Categories,Uncategorized,6,$58.00,0,$0.00,$0.00,$58.00,$4.22,ea,6,0
Temescal Resting our Eyes,16oz draft,"",Other Categories,Uncategorized,14,$126.00,0,$0.00,$0.00,$126.00,$8.56,ea,14,0
Temescal pils,Regular,"",Other Categories,Uncategorized,10,$90.00,0,$0.00,$0.00,$90.00,$7.79,ea,10,0
The Rare Barrel Stone Aged Love,7oz Draft,"",Other Categories,Uncategorized,13,$130.00,0,$0.00,$0.00,$130.00,$7.75,ea,13,0
Wondrous - Creech,4 Pack - Take Home Only,"",Other Categories,Uncategorized,1,$22.00,0,$0.00,$0.00,$22.00,$1.89,ea,1,0
Wondrous - Reefer Blues,13oz Draft,"",Other Categories,Uncategorized,1,$9.00,0,$0.00,$0.00,$9.00,$0.00,ea,1,0
Wondrous - Triple Cuff,9oz Draft,"",Other Categories,Uncategorized,8,$72.00,0,$0.00,$0.00,$72.00,$6.22,ea,8,0
Wondrous Familiar feel,Regular,"",Other Categories,Uncategorized,5,$45.00,0,$0.00,$0.00,$45.00,$3.89,ea,5,0
XL Shirt,Regular,"",Other Categories,Uncategorized,11,$275.00,0,$0.00,-$3.75,$271.25,$23.42,ea,11,0
Coca Cola Can,Regular,"",Other Categories,beverages,263,$789.00,0,$0.00,-$5.63,$783.37,$68.01,ea,263,0
Lemonata,Regular,"",Other Categories,beverages,78,$234.00,0,$0.00,-$3.00,$231.00,$20.02,ea,78,0
Perrier Sparking Water,Regular,"",Other Categories,beverages,19,$57.00,0,$0.00,$0.00,$57.00,$4.94,ea,19,0
Sanpellegrino Limonata,Regular,"",Other Categories,beverages,6,$18.00,0,$0.00,$0.00,$18.00,$1.56,ea,6,0
